AñoCaja;2026;;;;;;;;;;;;;;;;;;;;;;;;;;
MesCaja;(Todas);;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;CuentaDescripcion;Valores;;;;;;;;;;;;;;;;;;;
;;;;;;;Cobro a Clientes;;;Cobro a Clientes x Efectivo;;;Cobro a Clientes x Efectivo PYA;;;Cobro a Clientes x Mercado Pago;;;Cobro a Clientes x Pago OnLine PYA;;;Pago delivery;;;Cobro a Clientes x Posnet;;
FechaCaja;NroCaja;Turno;ImporteApertura;ImporteCierre;Diferencias;ImporteEnCajaCierre;Cant. Pedidos Delivery;Cant.Pedidos Mostrador;ImporteCobrado;Cant. Pedidos Delivery;Cant.Pedidos Mostrador;ImporteCobrado;Cant. Pedidos Delivery;Cant.Pedidos Mostrador;ImporteCobrado;Cant. Pedidos Delivery;Cant.Pedidos Mostrador;ImporteCobrado;Cant. Pedidos Delivery;Cant.Pedidos Mostrador;ImporteCobrado;Cant. Pedidos Delivery;Cant.Pedidos Mostrador;ImporteCobrado;Cant. Pedidos Delivery;Cant.Pedidos Mostrador;ImporteCobrado
27/2/2026;391682;Mediodía;0;454237;-621;168100;0;0;$ 0,00;3;4;$ 155.970,00;0;1;$ 11.509,00;6;2;$ 204.700,00;0;4;$ 99.058,00;0;0;-$ 17.000,00;;;
;391683;Noche;0;4482442;-2720;2006900;0;0;$ 0,00;45;31;$ 2.004.180,00;;;;43;23;$ 2.045.550,00;0;3;$ 73.012,00;;;;0;11;$ 359.700,00
28/2/2026;391684;Mediodía;0;547440;140;359500;0;0;$ 0,00;5;6;$ 359.640,00;;;;2;4;$ 171.800,00;;;;0;0;-$ 23.000,00;0;1;$ 39.000,00
;391685;Noche;0;4234084;-1017;2178200;0;0;$ 0,00;49;37;$ 2.135.450,00;0;2;$ 41.733,00;44;14;$ 1.871.100,00;0;5;$ 162.101,00;;;;0;1;$ 23.700,00
1/3/2026;391686;Noche;0;3394620;624;1680150;0;0;$ 0,00;41;26;$ 1.659.320,00;0;1;$ 21.454,00;39;12;$ 1.447.780,00;0;4;$ 88.556,00;;;;0;3;$ 177.510,00
2/3/2026;392686;Noche;0;1682336;89;652500;0;0;$ 0,00;13;15;$ 633.080,00;0;1;$ 19.509,00;23;6;$ 896.560,00;0;3;$ 56.787,00;;;;0;4;$ 76.400,00
3/3/2026;392687;Mediodía;0;296668;10;68300;0;0;$ 0,00;3;1;$ 68.310,00;;;;6;2;$ 202.800,00;0;2;$ 25.558,00;;;;;;
;392688;Noche;0;1052869;210;488850;0;0;$ 0,00;9;15;$ 489.060,00;;;;15;5;$ 547.200,00;0;1;$ 16.609,00;;;;;;
4/3/2026;392689;Mediodía;0;368020;20;184300;0;0;$ 0,00;5;6;$ 184.320,00;;;;4;2;$ 200.700,00;;;;0;0;-$ 17.000,00;;;
;392690;Noche;0;2114002;1390;1139270;0;0;$ 0,00;23;26;$ 1.140.660,00;;;;19;8;$ 813.600,00;0;3;$ 111.742,00;;;;0;1;$ 48.000,00
5/3/2026;392691;Mediodía;0;365640;-360;173700;0;0;$ 0,00;5;4;$ 173.340,00;;;;3;3;$ 139.700,00;;;;0;0;-$ 17.000,00;0;2;$ 69.600,00
;393689;Noche;0;2199122;-50;1206200;0;0;$ 0,00;26;21;$ 1.206.150,00;;;;17;10;$ 815.900,00;0;3;$ 95.072,00;;;;0;2;$ 82.000,00
6/3/2026;393690;Mediodía;0;388969;-1890;196650;0;0;$ 0,00;5;3;$ 194.760,00;;;;7;0;$ 182.700,00;0;1;$ 11.509,00;;;;;;
;393691;Noche;0;5724106;8129;2607420;0;0;$ 0,00;39;71;$ 2.596.040,00;0;1;$ 19.509,00;44;51;$ 2.667.040,00;0;3;$ 81.217,00;;;;0;11;$ 360.300,00
7/3/2026;393692;Mediodía;0;418759;210;274740;0;0;$ 0,00;4;6;$ 274.950,00;;;;2;3;$ 126.500,00;0;1;$ 34.309,00;0;0;-$ 17.000,00;;;
;393693;Noche;0;5369108;1705;2622600;0;0;$ 0,00;50;49;$ 2.421.210,00;0;5;$ 203.095,00;51;21;$ 2.302.190,00;0;7;$ 175.013,00;;;;0;5;$ 267.600,00
8/3/2026;393694;Noche;0;3944019;-3131;1881720;0;0;$ 0,00;43;34;$ 1.853.860,00;0;1;$ 24.729,00;39;21;$ 1.673.290,00;0;10;$ 330.640,00;;;;0;3;$ 61.500,00
9/3/2026;393695;Noche;0;1474655;1120;783040;0;0;$ 0,00;16;14;$ 784.160,00;;;;14;6;$ 542.660,00;0;5;$ 139.135,00;;;;0;1;$ 8.700,00
10/3/2026;393696;Mediodía;0;294859;-450;92700;0;0;$ 0,00;3;3;$ 92.250,00;;;;3;5;$ 193.200,00;0;1;$ 26.409,00;0;0;-$ 17.000,00;;;
;393697;Noche;0;1382045;-561;599400;0;0;$ 0,00;12;12;$ 579.840,00;0;1;$ 18.999,00;14;7;$ 633.800,00;0;5;$ 101.306,00;;;;0;2;$ 48.100,00
11/3/2026;393698;Mediodía;0;338959;-50;177800;0;0;$ 0,00;5;4;$ 177.750,00;;;;3;4;$ 161.209,00;;;;;;;;;
;393699;Noche;0;1635297;0;887800;0;0;$ 0,00;22;12;$ 887.860,00;;;;12;5;$ 526.230,00;0;3;$ 74.207,00;;;;0;3;$ 147.000,00
12/3/2026;393700;Mediodía;0;429619;-290;222500;0;0;$ 0,00;10;1;$ 222.210,00;;;;2;2;$ 137.000,00;0;1;$ 11.209,00;0;0;-$ 17.000,00;0;2;$ 76.200,00
;393701;Noche;0;1663285;2530;837020;0;0;$ 0,00;21;17;$ 839.550,00;;;;16;6;$ 642.620,00;0;5;$ 101.715,00;;;;0;2;$ 79.400,00
13/3/2026;393702;Mediodía;0;298060;-40;119200;0;0;$ 0,00;4;5;$ 119.160,00;;;;3;3;$ 178.900,00;;;;;;;;;
Total general;;;;;;;0;0;$ 0,00;2424;1956;$ 105.528.796,00;0;57;$ 1.488.313,00;2213;1012;$ 94.179.873,00;0;334;$ 9.563.321,00;0;0;-$ 763.500,00;0;232;$ 7.723.299,00
